Pilot,,,,,,,,,,
11 (100),"""Highs and Lows""","Rob Brydon
Fred MacAulay
Sandi Toksvig",Fred MacAulay,"3 December 2010
4 December 2010 (XL edition)",,,,,https://vk.com/videos-18564830?section=album_40812226&z=video-18564830_161191071%2Fclub18564830%2Calbum-18564830_40812226%2Fpl_album_40812226,
12 (101),"""Horses & Hunting""","Clare Balding
Jimmy Carr
Dara Ó Briain",Clare Balding,"10 December 2010
11 December 2010 (XL edition)",,,,,https://vk.com/videos-18564830?section=album_40812226&z=video-18564830_161191070%2Fclub18564830%2Calbum-18564830_40812226%2Fpl_album_40812226,
13 (102),"""Holidays""","Bill Bailey
Rob Brydon
Rich Hall",Rob Brydon,"17 December 2010
18 December 2010 (XL edition)",,,,,https://vk.com/videos-18564830?section=album_40812226&z=video-18564830_164183245%2Fclub18564830%2Calbum-18564830_40812226%2Fpl_album_40812226,
14 (103),"""Hocus Pocus""","Lee Mack
Graham Norton
Daniel Radcliffe",Daniel Radcliffe,"24 December 2010
29 December 2010 (XL edition)",Christmas,,,,https://vk.com/videos-18564830?section=album_40812226&z=video-18564830_161191069%2Fclub18564830%2Calbum-18564830_40812226%2Fpl_album_40812226,
15 (104),"""Hypnosis, Hallucinations & Hysteria""","Ronni Ancona
Phill Jupitus
Robert Webb",Phill Jupitus,"7 January 2011
8 January 2011 (XL edition)",,,,,https://vk.com/videos-18564830?section=album_40812226&z=video-18564830_161191068%2Fclub18564830%2Calbum-18564830_40812226%2Fpl_album_40812226,
16 (105),"""History""","Rob Brydon
David Mitchell
Sandi Toksvig",Rob Brydon,"14 January 2011
15 January 2011 (XL edition)",,,,,https://vk.com/videos-18564830?section=album_40812226&z=video-18564830_167613734%2Fclub18564830%2Calbum-18564830_40812226%2Fpl_album_40812226,
17,"""QI VG: Series H Compilation Show 1""",N/A,N/A,25/04/2011,,https://vk.com/videos-18564830?section=album_45854433&z=video-18564830_163801015%2Fclub18564830%2Calbum-18564830_45854433%2Fpl_album_45854433,,,,
18,"""QI VG: Series H Compilation Show 2""",N/A,N/A,02/05/2011,,https://vk.com/videos-18564830?section=album_45854433&z=video-18564830_163801019%2Fclub18564830%2Calbum-18564830_45854433%2Fpl_album_45854433,,,,
Comic Relief Special,,,,,,,,,,
N/A,"""Comic Relief special""","Jo Brand
Sue Perkins
Russell Tovey
David Walliams",David Walliams,06/03/2011,No Alan,https://vk.com/videos-18564830?q=comic%20relief%20qi&section=search&z=video132820740_161429233%2Fclub18564830,,,,
Series I,,,,,,,,,,
1 (106),"""I-Spy""","Jimmy Carr
Lee Mack
Sandi Toksvig",Sandi Toksvig,"9 September 2011
10 September 2011 (XL edition)",,,,,https://vk.com/videos-18564830?section=album_40812276&z=video-18564830_161191067%2Fclub18564830%2Calbum-18564830_40812276%2Fpl_album_40812276,
2 (107),"""International""","Bill Bailey
Jack Dee
David Mitchell",Bill Bailey,"16 September 2011
17 September 2011 (XL edition)",,,,,https://vk.com/videos-18564830?section=album_40812276&z=video-18564830_161191066%2Fclub18564830%2Calbum-18564830_40812276%2Fpl_album_40812276,
3 (108),"""Imbroglio""","John Bishop
Sean Lock
Frank Skinner",John Bishop and Frank Skinner,"23 September 2011
24 September 2011 (XL edition)",,,,,https://vk.com/videos-18564830?section=album_40812276&z=video-18564830_167804820%2Fclub18564830%2Calbum-18564830_40812276%2Fpl_album_40812276,
4 (109),"""Indecision""","Jimmy Carr
Rich Hall
Phill Jupitus",Phill Jupitus,"30 September 2011
1 October 2011 (XL edition)",,,,,https://vk.com/videos-18564830?section=album_40812276&z=video-18564830_168032989%2Fclub18564830%2Calbum-18564830_40812276%2Fpl_album_40812276,
5 (110),"""Invertebrates""","Jimmy Carr
Sarah Millican
Johnny Vegas",Johnny Vegas,"7 October 2011
8 October 2011 (XL edition)",,,,,https://vk.com/videos-18564830?section=album_40812276&z=video-18564830_163290692%2Fclub18564830%2Calbum-18564830_40812276%2Fpl_album_40812276,
6 (111),"""Inventive""","Bill Bailey
Nina Conti
Sean Lock",Nina Conti,"14 October 2011
15 October 2011 (XL edition)",,,,,https://vk.com/videos-18564830?section=album_40812276&z=video-18564830_169118234%2Fclub18564830%2Calbum-18564830_40812276%2Fpl_album_40812276,
7 (112),"""Incomprehensible""","Prof. Brian Cox
Ross Noble
Sue Perkins",Prof. Brian Cox,"21 October 2011
22 October 2011 (XL edition)",,,,,https://vk.com/videos-18564830?section=album_40812276&z=video-18564830_456239134%2Fclub18564830%2Fpl_-18564830_40812276,
8 (113),"""Inequality""","Clive Anderson
Sandi Toksvig
Henning Wehn",Sandi Toksvig,"28 October 2011
29 October 2011 (XL edition)",,,,,https://vk.com/videos-18564830?section=album_40812276&z=video-18564830_169879663%2Fclub18564830%2Calbum-18564830_40812276%2Fpl_album_40812276,
9 (114),"""Illness""","Jo Brand
Dr. Ben Goldacre
Andy Hamilton",Andy Hamilton,"4 November 2011
5 November 2011 (XL edition)",,,,,https://vk.com/videos-18564830?section=album_40812276&z=video-18564830_170197477%2Fclub18564830%2Calbum-18564830_40812276%2Fpl_album_40812276,
10 (115),"""Inland Revenue""","Al Murray
Dara Ó Briain
Sandi Toksvig",Sandi Toksvig,"11 November 2011
12 November 2011 (XL edition)",,,,,https://vk.com/videos-18564830?section=album_40812276&z=video-18564830_168431738%2Fclub18564830%2Calbum-18564830_40812276%2Fpl_album_40812276,
11 (116),"""Infantile""","Ronni Ancona
Dave Gorman
Lee Mack",Dave Gorman,"29 December 2011
19 November 2011 (XL edition)",,,,,https://vk.com/videos-18564830?section=album_40812276&z=video-18564830_167878102%2Fclub18564830%2Calbum-18564830_40812276%2Fpl_album_40812276,
12 (117),"""Illumination""","Chris Addison
Jack Dee
Rich Hall",Rich Hall,"25 November 2011
26 November 2011 (XL edition)",,,,,https://vk.com/videos-18564830?section=album_40812276&z=video-18564830_170185916%2Fclub18564830%2Calbum-18564830_40812276%2Fpl_album_40812276,
13 (118),"""Intelligence""","Jo Brand
Phill Jupitus
David Mitchell",ASIMO,"2 December 2011
3 December 2011 (XL edition)",,,,,https://vk.com/videos-18564830?section=album_40812276&z=video-18564830_167878175%2Fclub18564830%2Calbum-18564830_40812276%2Fpl_album_40812276,
14,"""QI VG: Series I Compilation Show 1""",N/A,N/A,16/12/2011,,https://vk.com/videos-18564830?section=album_45854433&z=video-18564830_163801043%2Fclub18564830%2Calbum-18564830_45854433%2Fpl_album_45854433,,,,
15,"""QI VG: Series I Compilation Show 2""",N/A,N/A,23/12/2011,,https://vk.com/videos-18564830?section=album_45854433&z=video-18564830_163801046%2Fclub18564830%2Calbum-18564830_45854433%2Fpl_album_45854433,,,,
16 (119),"""Ice""","Brian Blessed
Sean Lock
Ross Noble",Alan Davies,"29 December 2011
30 December 2011 (XL edition)",Christmas,,,https://vk.com/videos-18564830?section=album_40812276&z=video-18564830_163924497%2Fclub18564830%2Calbum-18564830_40812276%2Fpl_album_40812276,https://vk.com/videos-18564830?section=album_40812276&z=video-18564830_168598936%2Fclub18564830%2Calbum-18564830_40812276%2Fpl_album_40812276,
17 (120),"""The Immortal Bard""","Bill Bailey
David Mitchell
Sue Perkins",David Mitchell,"27 April 2012
19 May 2012 (XL edition)",Shakespeare,,,,https://vk.com/videos-18564830?section=album_40812276&z=video-18564830_164411585%2Fclub18564830%2Calbum-18564830_40812276%2Fpl_album_40812276,
18 (121),"""Idleness""","Jeremy Clarkson
Ross Noble
Dara Ó Briain",Alan Davies,"4 May 2012
24 May 2012 (XL edition)",,,https://vk.com/videos-18564830?section=album_40812276&z=video-18564830_169880828%2Fclub18564830%2Calbum-18564830_40812276%2Fpl_album_40812276,http://www.youtube.com/watch?v=zh4xsTNxCg0,,
Sport Relief Special,,,,,,,,,,
N/A,"""Sport Relief special""","Jimmy Carr
Lee Mack
Sandi Toksvig",Everyone,23/03/2012,,https://vk.com/videos-18564830?section=album_40812276&z=video-18564830_166914670%2Fclub18564830%2Calbum-18564830_40812276%2Fpl_album_40812276,,,,
Series J,,,,,,,,,,
1 (122),"""Jargon""","Bill Bailey
Jimmy Carr
Victoria Coren",Victoria Coren,"14 September 2012
15 September 2012 (XL edition)",,,,https://vk.com/videos-18564830?section=album_44573668&z=video-18564830_163223810%2Fclub18564830%2Calbum-18564830_44573668%2Fpl_album_44573668,https://vk.com/videos-18564830?section=album_44573668&z=video-18564830_163566618%2Fclub18564830%2Calbum-18564830_44573668%2Fpl_album_44573668,
2 (123),"""Jam, Jelly and Juice""","Jo Brand
Sue Perkins
Liza Tarbuck",Alan Davies,"21 September 2012
22 September 2012 (XL edition)",,,,https://vk.com/videos-18564830?section=album_44573668&z=video-18564830_163266303%2Fclub18564830%2Calbum-18564830_44573668%2Fpl_album_44573668,https://vk.com/videos-18564830?section=album_44573668&z=video-18564830_163640079%2Fclub18564830%2Calbum-18564830_44573668%2Fpl_album_44573668,
3 (124),"""Journeys""","Rob Brydon
Phill Jupitus
Cal Wilson",Alan Davies,"28 September 2012
29 September 2012 (XL edition)",,,,https://vk.com/videos-18564830?section=album_44573668&z=video-18564830_163317632%2Fclub18564830%2Calbum-18564830_44573668%2Fpl_album_44573668,https://vk.com/videos-18564830?section=album_44573668&z=video-18564830_163655824%2Fclub18564830%2Calbum-18564830_44573668%2Fpl_album_44573668,
4 (125),"""Jack and Jill""","Katy Brand
David Mitchell
Sue Perkins",David Mitchell,"5 October 2012
6 October 2012 (XL edition)",,,,https://vk.com/videos-18564830?section=album_44573668&z=video-18564830_163361442%2Fclub18564830%2Calbum-18564830_44573668%2Fpl_album_44573668,https://vk.com/videos-18564830?section=album_44573668&z=video-18564830_163669130%2Fclub18564830%2Calbum-18564830_44573668%2Fpl_album_44573668,
5 (126),"""J-Places""","Bill Bailey
Susan Calman
Sandi Toksvig",Susan Calman,"12 October 2012
13 October 2012 (XL edition)",,,,https://vk.com/videos-18564830?section=album_44573668&z=video-18564830_163404543%2Fclub18564830%2Calbum-18564830_44573668%2Fpl_album_44573668,https://vk.com/videos-18564830?section=album_44573668&z=video-18564830_167369302%2Fclub18564830%2Calbum-18564830_44573668%2Fpl_album_44573668,
6 (127),"""Joints""","Jimmy Carr
Jack Whitehall
Cal Wilson",Cal Wilson,"19 October 2012
20 October 2012 (XL edition)",,,,https://vk.com/videos-18564830?section=album_44573668&z=video-18564830_163452994%2Fclub18564830%2Calbum-18564830_44573668%2Fpl_album_44573668,https://vk.com/videos-18564830?section=album_44573668&z=video-18564830_163975142%2Fclub18564830%2Calbum-18564830_44573668%2Fpl_album_44573668,
7 (128),"""Journalism""","Shappi Khorsandi
Ross Noble
Johnny Vegas",Ross Noble,"26 October 2012
27 October 2012 (XL edition)",,,,https://vk.com/videos-18564830?section=album_44573668&z=video-18564830_163501313%2Fclub18564830%2Calbum-18564830_44573668%2Fpl_album_44573668,https://vk.com/videos-18564830?section=album_44573668&z=video-18564830_456239064%2Fclub18564830%2Fpl_-18564830_44573668,
8 (129),"""Jumble""","Jo Brand
Dara Ó Briain
John Sessions",Stephen Fry,"2 November 2012
3 November 2012 (XL edition)",,,,https://vk.com/videos-18564830?section=album_44573668&z=video-18564830_163552339%2Fclub18564830%2Calbum-18564830_44573668%2Fpl_album_44573668,https://vk.com/videos-18564830?section=album_44573668&z=video-18564830_164112067%2Fclub18564830%2Calbum-18564830_44573668%2Fpl_album_44573668,
9 (130),"""Jeopardy""","Ross Noble
Sue Perkins
Julia Zemiro",Sue Perkins,"9 November 2012
10 November 2012 (XL edition)",,,,https://vk.com/videos-18564830?section=album_44573668&z=video-18564830_163603071%2Fclub18564830%2Calbum-18564830_44573668%2Fpl_album_44573668,https://vk.com/videos-18564830?section=album_44573668&z=video-18564830_163975152%2Fclub18564830%2Calbum-18564830_44573668%2Fpl_album_44573668,
10 (131),"""Jungles""","Reginald D. Hunter
David O'Doherty
Greg Proops",Reginald D. Hunter,"23 November 2012
24 November 2012 (XL edition)",,,,https://vk.com/videos-18564830?section=album_44573668&z=video-18564830_163703292%2Fclub18564830%2Calbum-18564830_44573668%2Fpl_album_44573668,https://vk.com/videos-18564830?section=album_44573668&z=video-18564830_456239065%2Fclub18564830%2Fpl_-18564830_44573668,
11 (132),"""Jumpers""","Bill Bailey
Julian Clary
Ross Noble",Bill Bailey,"30 November 2012
1 December 2012 (XL edition)",,,,https://vk.com/videos-18564830?section=album_44573668&z=video-18564830_163769292%2Fclub18564830%2Calbum-18564830_44573668%2Fpl_album_44573668,https://vk.com/videos-18564830?section=album_44573668&z=video-18564830_456239063%2Fclub18564830%2Fpl_-18564830_44573668,
12 (133),"""Justice""","Prof. Brian Cox
Rhys Darby
Jason Manford",Alan Davies,"7 December 2012
8 December 2012 (XL edition)",,,,https://vk.com/videos-18564830?section=album_44573668&z=video-18564830_163800797%2Fclub18564830%2Calbum-18564830_44573668%2Fpl_album_44573668,https://vk.com/videos-18564830?section=album_44573668&z=video-18564830_164112082%2Fclub18564830%2Calbum-18564830_44573668%2Fpl_album_44573668,
13 (134),"""Jobs""","The Rev. Richard Coles
Sarah Millican
David Mitchell",The Rev. Richard Coles,"14 December 2012
16 December 2012 (XL edition)",,,,https://vk.com/videos-18564830?section=album_44573668&z=video-18564830_163903816%2Fclub18564830%2Calbum-18564830_44573668%2Fpl_album_44573668,https://vk.com/videos-18564830?section=album_44573668&z=video-18564830_163903816%2Fclub18564830%2Fpl_-18564830_44573668,
14 (135),"""Jingle Bells""","Danny Baker
Phill Jupitus
Sarah Millican",Danny Baker,"21 December 2012
29 December 2012 (XL edition)",Christmas,,,https://vk.com/videos-18564830?section=album_44573668&z=video-18564830_163971011%2Fclub18564830%2Calbum-18564830_44573668%2Fpl_album_44573668,https://vk.com/videos-18564830?section=album_44573668&z=video-18564830_164264148%2Fclub18564830%2Calbum-18564830_44573668%2Fpl_album_44573668,
15,"""QI VG: Series J Compilation Show 1""",N/A,N/A,28/12/2012,,https://vk.com/videos-18564830?section=album_45854433&z=video-18564830_163970842%2Fclub18564830%2Calbum-18564830_45854433%2Fpl_album_45854433,,,,
16,"""QI VG: Series J Compilation Show 2""",N/A,N/A,04/01/2013,,https://vk.com/videos-18564830?section=album_45854433&z=video-18564830_164012153%2Fclub18564830%2Calbum-18564830_45854433%2Fpl_album_45854433,,,,
17 (136),"""Jolly""","Rob Brydon
Tim Vine
Julia Zemiro",Alan Davies,"11 January 2013
12 January 2013 (XL edition)",,,,https://vk.com/videos-18564830?section=album_44573668&z=video-18564830_164068444%2Fclub18564830%2Calbum-18564830_44573668%2Fpl_album_44573668,https://vk.com/videos-18564830?section=album_44573668&z=video-18564830_167369303%2Fclub18564830%2Calbum-18564830_44573668%2Fpl_album_44573668,
18 (137),"""Just the Job""","Jeremy Clarkson
Jason Manford
Sandi Toksvig",Sandi Toksvig,"25 August 2013
31 August 2013 (XL edition)",,,,,https://vk.com/videos-18564830?section=album_44573668&z=video-18564830_166252531%2Fclub18564830%2Calbum-18564830_44573668%2Fpl_album_44573668,
Series K,,,,,,,,,,
1 (138),"""Knees and Knockers""","David Mitchell
Sara Pascoe
Jack Whitehall",Sara Pascoe,"6 September 2013
8 September 2013 (XL edition)",,,,,https://vk.com/videos-18564830?section=album_50235378&z=video-18564830_167369172%2Fclub18564830%2Calbum-18564830_50235378%2Fpl_album_50235378,
2 (139),"""Kit and Kaboodle""","Noel Fielding
Colin Lane
Ross Noble",Ross Noble,"13 September 2013
15 September 2013 (XL edition)",,,,,https://vk.com/videos-18564830?section=album_50235378&z=video-18564830_167369118%2Fclub18564830%2Calbum-18564830_50235378%2Fpl_album_50235378,
3 (140),"""K-Folk""","Phill Jupitus
Katherine Ryan
Josh Widdicombe",Alan Davies,"20 September 2013
22 September 2013 (XL edition)",,,,,https://vk.com/videos-18564830?section=album_50235378&z=video-18564830_166252570%2Fclub18564830%2Calbum-18564830_50235378%2Fpl_album_50235378,
4 (141),"""Knits and Knots""","David Mitchell
Ross Noble
Sue Perkins",David Mitchell,"27 September 2013
29 September 2013 (XL edition)",,,,,https://vk.com/videos-18564830?section=album_50235378&z=video-18564830_167369123%2Fclub18564830%2Calbum-18564830_50235378%2Fpl_album_50235378,
5 (142),"""Kings""","Bill Bailey
Jimmy Carr
Jeremy Clarkson",The Audience,"4 October 2013
6 October 2013 (XL edition)",,,,,https://vk.com/videos-18564830?section=album_50235378&z=video-18564830_167369131%2Fclub18564830%2Calbum-18564830_50235378%2Fpl_album_50235378,
6 (143),"""Killers""","Jason Manford
Trevor Noah
Sandi Toksvig",Sandi Toksvig,"11 October 2013
13 October 2013 (XL edition)",,,,,https://vk.com/videos-18564830?section=album_50235378&z=video-18564830_167369132%2Fclub18564830%2Calbum-18564830_50235378%2Fpl_album_50235378,
7 (144),"""Knowledge""","Jo Brand
Jimmy Carr
Graham Linehan",Alan Davies,"18 October 2013
20 October 2013 (XL edition)",,,,,https://vk.com/videos-18564830?section=album_50235378&z=video-18564830_166980935%2Fclub18564830%2Calbum-18564830_50235378%2Fpl_album_50235378,
8 (145),"""Keys""","Bill Bailey
Tim Minchin
Isy Suttie",Bill Bailey,"25 October 2013
27 October 2013 (XL edition)",,,,,https://vk.com/videos-18564830?section=album_50235378&z=video-18564830_167369141%2Fclub18564830%2Calbum-18564830_50235378%2Fpl_album_50235378,
9 (146),"""Kinetic""","Danny Baker
Jo Brand
Marcus Brigstocke",Danny Baker,"1 November 2013
3 November 2013 (XL edition)",,,,,https://vk.com/videos-18564830?section=album_50235378&z=video-18564830_169999014%2Fclub18564830%2Calbum-18564830_50235378%2Fpl_album_50235378,
10 (147),"""Keeps""","Bill Bailey
Jason Manford
Sarah Millican",Bill Bailey,"8 November 2013
23 December 2013 (XL edition)",,,,,https://vk.com/videos-18564830?section=album_50235378&z=video-18564830_167369147%2Fclub18564830%2Calbum-18564830_50235378%2Fpl_album_50235378,
11 (148),"""Kinky""","Janet Street-Porter
Sandi Toksvig
Johnny Vegas",Sandi Toksvig,"29 November 2013
30 November 2013 (XL edition)",,,,,https://vk.com/videos-18564830?section=album_50235378&z=video-18564830_167369149%2Fclub18564830%2Calbum-18564830_50235378%2Fpl_album_50235378,
12 (149),"""Knights and Knaves""","The Rev. Richard Coles
Victoria Coren Mitchell
Sue Perkins",The Rev. Richard Coles and Victoria Coren Mitchell,"6 December 2013
7 December 2013 (XL edition)",,,,,https://vk.com/videos-18564830?section=album_50235378&z=video-18564830_167369150%2Fclub18564830%2Calbum-18564830_50235378%2Fpl_album_50235378,
13 (150),"""Kitchen Sink""","Jason Manford
Richard Osman
Victoria Wood",Alan Davies,"13 December 2013
15 December 2013 (XL edition)",,,,,https://vk.com/videos-18564830?section=album_50235378&z=video-18564830_167369152%2Fclub18564830%2Calbum-18564830_50235378%2Fpl_album_50235378,
14 (151),"""Kris Kringle""","Jo Brand
Phill Jupitus
Brendan O'Carroll",Phill Jupitus,"24 December 2013 (XL edition)
29 December 2013",Christmas,,,,https://vk.com/videos-18564830?section=album_50235378&z=video-18564830_167369153%2Fclub18564830%2Calbum-18564830_50235378%2Fpl_album_50235378,
15 (152),"""Kitsch""","Jimmy Carr
Reginald D. Hunter
Sue Perkins",Jimmy Carr,"10 January 2014
11 January 2014 (XL edition)",,,,,https://vk.com/videos-18564830?section=album_50235378&z=video-18564830_167518880%2Fclub18564830%2Calbum-18564830_50235378%2Fpl_album_50235378,
16 (153),"""Kaleidoscope""","Susan Calman
Liza Tarbuck
Sandi Toksvig",Sandi Toksvig,"17 January 2014
18 January 2014 (XL edition)",,,,,https://vk.com/videos-18564830?section=album_50235378&z=video-18564830_167389337%2Fclub18564830%2Calbum-18564830_50235378%2Fpl_album_50235378,
17,"""QI VG: Series K Compilation Show 1""",N/A,N/A,24/01/2014,,http://www.youtube.com/watch?v=EWFkp7H0xXc,,,,
18,"""QI VG: Series K Compilation Show 2""",N/A,N/A,31/01/2014,,http://www.youtube.com/watch?v=te5PRkhUR9w,,,,
Series L,,,,,,,,,,
1 (154),"""L-Animals""","Colin Lane
Sarah Millican
Ross Noble",Ross Noble,"3 October 2014
5 October 2014 (XL edition)",,,,https://vk.com/videos-18564830?section=album_55093589&z=video-18564830_170072021%2Fclub18564830%2Calbum-18564830_55093589%2Fpl_album_55093589,https://vk.com/videos-18564830?section=album_55093589&z=video-18564830_170027563%2Fclub18564830%2Calbum-18564830_55093589%2Fpl_album_55093589,
2 (155),"""Location, Location, Location""","Aisling Bea
Jason Manford
Johnny Vegas",Jason Manford,"10 October 2014
11 October 2014 (XL edition)",,,,https://vk.com/videos-18564830?section=album_55093589&z=video-18564830_170076729%2Fclub18564830%2Calbum-18564830_55093589%2Fpl_album_55093589,https://vk.com/videos-18564830?section=album_55093589&z=video-18564830_170126050%2Fclub18564830%2Calbum-18564830_55093589%2Fpl_album_55093589,
3 (156),"""Literature""","Victoria Coren Mitchell
Lloyd Langford
Jack Whitehall",Victoria Coren Mitchell,"17 October 2014
18 October 2014 (XL edition)",,,,https://vk.com/videos-18564830?section=album_55093589&z=video-18564830_170164651%2Fclub18564830%2Calbum-18564830_55093589%2Fpl_album_55093589,https://vk.com/videos-18564830?section=album_55093589&z=video-18564830_170178046%2Fclub18564830%2Calbum-18564830_55093589%2Fpl_album_55093589,
4 (157),"""Levity""","Sue Perkins
Frank Skinner
Josh Widdicombe",Alan Davies,"24 October 2014
25 October 2014 (XL edition)",,,,https://vk.com/videos-18564830?section=album_55093589&z=video-18564830_170242886%2Fclub18564830%2Calbum-18564830_55093589%2Fpl_album_55093589,https://vk.com/videos-18564830?section=album_55093589&z=video-18564830_170319368%2Fclub18564830%2Calbum-18564830_55093589%2Fpl_album_55093589,
5 (158),"""Lenses""","Jo Brand
Phill Jupitus
Josh Widdicombe",Phill Jupitus,"31 October 2014
1 November 2014 (XL edition)",,,,https://vk.com/videos-18564830?section=album_55093589&z=video-18564830_170320055%2Fclub18564830%2Calbum-18564830_55093589%2Fpl_album_55093589,https://vk.com/videos-18564830?section=album_55093589&z=video-18564830_170384948%2Fclub18564830%2Calbum-18564830_55093589%2Fpl_album_55093589,
6 (159),"""Liblabble""","Bill Bailey
The Rev. Richard Coles
Sara Pascoe",Alan Davies,"7 November 2014
8 November 2014 (XL edition)",,,,https://vk.com/videos-18564830?section=album_55093589&z=video-18564830_170384399%2Fclub18564830%2Calbum-18564830_55093589%2Fpl_album_55093589,https://vk.com/videos-18564830?section=album_55093589&z=video-18564830_170592257%2Fclub18564830%2Calbum-18564830_55093589%2Fpl_album_55093589,
7 (160),"""Lethal""","Bill Bailey
Jason Manford
Sandi Toksvig",Sandi Toksvig,"21 November 2014
22 November 2014 (XL edition)",,,,https://vk.com/videos-18564830?section=album_55093589&z=video-18564830_170618383%2Fclub18564830%2Calbum-18564830_55093589%2Fpl_album_55093589,https://vk.com/videos-18564830?section=album_55093589&z=video-18564830_170644366%2Fclub18564830%2Calbum-18564830_55093589%2Fpl_album_55093589,
8 (161),"""Lovely""","Aisling Bea
Tony Hawks
Josh Widdicombe",Tony Hawks,"28 November 2014
29 November 2014 (XL edition)",,,,https://vk.com/videos-18564830?section=album_55093589&z=video-18564830_170621023%2Fclub18564830%2Calbum-18564830_55093589%2Fpl_album_55093589,https://vk.com/videos-18564830?section=album_55093589&z=video-18564830_170730862%2Fclub18564830%2Calbum-18564830_55093589%2Fpl_album_55093589,
9 (162),"""Ladies and Gents""","Kathy Lette
Ross Noble
Sue Perkins",Ross Noble,"5 December 2014
7 February 2015 (XL edition)",,https://vk.com/videos-18564830?section=album_55093589&z=video-18564830_170765382%2Fclub18564830%2Calbum-18564830_55093589%2Fpl_album_55093589,https://vk.com/videos-18564830?section=album_55093589&z=video-18564830_170775705%2Fclub18564830%2Calbum-18564830_55093589%2Fpl_album_55093589,https://vk.com/videos-18564830?section=album_55093589&z=video-18564830_171117736%2Fclub18564830%2Calbum-18564830_55093589%2Fpl_album_55093589,https://vk.com/videos-18564830?section=album_55093589&z=video-18564830_171114912%2Fclub18564830%2Calbum-18564830_55093589%2Fpl_album_55093589,
10 (163),"""Lying""","Adam Hills
Sara Pascoe
Jack Whitehall",Adam Hills,"12 December 2014
13 December 2014 (XL edition)",,,,https://vk.com/videos-18564830?section=album_55093589&z=video-18564830_170764987%2Fclub18564830%2Calbum-18564830_55093589%2Fpl_album_55093589,https://vk.com/videos-18564830?section=album_55093589&z=video-18564830_170825179%2Fclub18564830%2Calbum-18564830_55093589%2Fpl_album_55093589,
11 (164),"""Lumped Together""","Ronni Ancona
Jimmy Carr
David Mitchell",Alan Davies,"19 December 2014
21 December 2014 (XL edition)",,,,https://vk.com/videos-18564830?section=album_55093589&z=video-18564830_170879099%2Fclub18564830%2Calbum-18564830_55093589%2Fpl_album_55093589,https://vk.com/videos-18564830?section=album_55093589&z=video-18564830_170913018%2Fclub18564830%2Calbum-18564830_55093589%2Fpl_album_55093589,
12 (165),"""No-L""","Bill Bailey
Jimmy Carr
Carrie Fisher",Jimmy Carr,"25 December 2014
27 December 2014 (XL edition)",Christmas,,,https://vk.com/videos-18564830?section=album_55093589&z=video-18564830_170912808%2Fclub18564830%2Calbum-18564830_55093589%2Fpl_album_55093589,https://vk.com/videos-18564830?section=album_55093589&z=video-18564830_170914595%2Fclub18564830%2Calbum-18564830_55093589%2Fpl_album_55093589,
13 (166),"""Lucky Losers""","Danny Baker
Jeremy Clarkson
Sandi Toksvig",Danny Baker,"2 January 2015
4 January 2015 (XL edition)",,,,https://vk.com/videos-18564830?section=album_55093589&z=video-18564830_170925196%2Fclub18564830%2Calbum-18564830_55093589%2Fpl_album_55093589,https://vk.com/videos-18564830?section=album_55093589&z=video-18564830_170926324%2Fclub18564830%2Calbum-18564830_55093589%2Fpl_album_55093589,
14 (167),"""Little and Large""","Phill Jupitus
Richard Osman
Lucy Porter",Lucy Porter,"9 January 2015
11 January 2015 (XL edition)",,,,https://vk.com/videos-18564830?section=album_55093589&z=video-18564830_170930526%2Fclub18564830%2Calbum-18564830_55093589%2Fpl_album_55093589,https://vk.com/videos-18564830?section=album_55093589&z=video-18564830_456239141%2Fclub18564830%2Fpl_-18564830_55093589,
15 (168),"""Long Lost""","Jimmy Carr
Claudia O'Doherty
Suggs",Claudia O'Doherty,"16 January 2015
4 April 2015 (XL edition)",,https://vk.com/videos-18564830?section=album_55093589&z=video-18564830_170937076%2Fclub18564830%2Calbum-18564830_55093589%2Fpl_album_55093589,https://vk.com/videos-18564830?section=album_55093589&z=video-18564830_170940394%2Fclub18564830%2Calbum-18564830_55093589%2Fpl_album_55093589,https://vk.com/videos-18564830?section=album_55093589&z=video-18564830_171117635%2Fclub18564830%2Calbum-18564830_55093589%2Fpl_album_55093589,https://vk.com/videos-18564830?section=album_55093589&z=video-18564830_171117461%2Fclub18564830%2Calbum-18564830_55093589%2Fpl_album_55093589,
16 (169),"""Landmarks""","Jo Brand
Colin Lane
David Mitchell",Colin Lane,"23 January 2015
18 April 2015 (XL edition)",,https://vk.com/videos-18564830?section=album_55093589&z=video-18564830_170944531%2Fclub18564830%2Calbum-18564830_55093589%2Fpl_album_55093589,https://vk.com/videos-18564830?section=album_55093589&z=video-18564830_170946437%2Fclub18564830%2Calbum-18564830_55093589%2Fpl_album_55093589,https://vk.com/videos-18564830?section=album_55093589&z=video-18564830_171119104%2Fclub18564830%2Calbum-18564830_55093589%2Fpl_album_55093589,https://vk.com/videos-18564830?section=album_55093589&z=video-18564830_171119000%2Fclub18564830%2Calbum-18564830_55093589%2Fpl_album_55093589,
17,"""QI VG: Series L Compilation Show 1""",N/A,N/A,30/01/2015,,http://www.youtube.com/watch?v=Vhej0Yp_sn4,,,,
18,"""QI VG: Series L Compilation Show 2""",N/A,N/A,31/01/2015,,http://www.youtube.com/watch?v=dHMF-lNx0_g,,,,
Series M,,,,,,,,,,
